"carnet"|"trunc"|"?column?"
"RG98046"|1|"2011-07-08 22:57:08.684638"
"LE97006"|3|"2006-07-11 03:52:09.174621"
"LL96006"|1|"2009-03-27 05:23:36.401058"
"RC06007"|2|"2012-05-20 16:38:47.753551"
"FL06002"|1|"2009-09-28 14:18:35.54878"
"LV13011"|3|"2008-03-27 18:31:34.781908"
"CC09164"|2|"2013-02-02 18:30:26.002917"
"MA94014"|2|"2012-12-31 19:23:31.345393"
"FT01002"|3|"2007-01-17 05:44:36.084127"
"AR08048"|2|"2012-01-15 21:11:06.033821"
"LF05001"|1|"2011-01-14 06:54:23.721337"
"MM02192"|2|"2013-07-02 01:24:25.250475"
"CH08043"|2|"2013-10-22 22:08:35.489506"
"GM12132"|2|"2009-02-21 23:44:41.361772"
"LA05029"|3|"2010-07-22 23:57:37.43642"
"HM09020"|3|"2007-01-12 04:15:12.602637"
"GR07065"|1|"2010-09-20 01:47:46.574068"
"MM98165"|1|"2006-12-30 21:14:43.58019"
"HG12029"|3|"2008-03-29 11:59:04.393177"
"RL02026"|1|"2010-07-22 06:48:21.396175"
"VV97035"|2|"2008-06-23 21:23:08.882794"
"MM07149"|1|"2012-12-05 17:55:02.588698"
"CR14098"|2|"2011-08-29 03:09:46.108981"
"MH10069"|2|"2006-12-18 06:13:55.017629"
"OO07009"|1|"2010-03-31 19:33:55.689485"
"MG98052"|1|"2012-07-05 12:21:07.025469"
"MC06065"|3|"2010-05-08 09:08:47.247643"
"MR08027"|1|"2008-05-14 06:14:06.240642"
"FB07002"|1|"2011-03-08 03:25:49.22839"
"LD02005"|3|"2009-01-08 05:42:37.270159"
"PL08014"|3|"2006-04-13 06:21:17.844347"
"GL03023"|1|"2008-04-13 02:07:45.008106"
"AL08021"|3|"2009-01-25 18:30:52.831615"
"ZN08002"|1|"2013-11-21 03:28:55.25578"
"HH03007"|3|"2008-05-27 02:51:52.831292"
"VQ12008"|2|"2012-08-13 14:03:37.620395"
"RA05099"|3|"2012-12-03 16:56:35.137747"
"SC91048"|3|"2012-08-10 05:32:40.558199"
"LG09036"|1|"2012-01-14 12:26:23.921047"
"PP13025"|2|"2007-08-17 17:01:46.149139"
"CC06013"|3|"2013-05-19 23:22:19.640051"
"QA06007"|3|"2009-12-05 12:56:35.650475"
"LP97006"|2|"2010-10-26 17:44:44.155444"
"MO06002"|3|"2012-08-05 20:17:49.388879"
"GA03012"|1|"2006-11-26 23:53:14.782474"
"LE86004"|2|"2007-12-31 19:32:52.037379"
"ZA97007"|1|"2008-07-14 11:11:20.621069"
"FC08005"|3|"2011-04-09 08:57:27.512552"
"SG04009"|1|"2013-07-03 00:03:22.964389"
"OL01006"|1|"2012-03-05 16:16:28.705262"
"SG98059"|3|"2009-04-15 17:51:07.425983"
"VC97002"|3|"2011-12-02 10:38:00.062638"
"PB98019"|3|"2013-12-26 03:58:15.400994"
"OS98005"|1|"2011-07-01 13:17:50.865207"
"SV04006"|1|"2007-12-12 19:32:33.529762"
"MP08010"|2|"2006-08-01 03:58:48.024138"
"AA03035"|1|"2011-06-30 14:59:49.969162"
"LG05020"|2|"2008-01-31 11:16:15.888159"
"GV04019"|2|"2007-05-09 06:08:49.128612"
"RC97069"|1|"2006-10-10 02:59:56.358583"
"FM02030"|2|"2007-11-04 04:03:36.487909"
"SF00002"|1|"2012-12-04 08:09:53.52142"
"CO04023"|2|"2009-10-06 10:11:46.366879"
"RC01049"|1|"2008-09-24 05:31:49.873464"
"MM13220"|2|"2010-05-27 09:18:36.120272"
"HT07004"|1|"2013-05-08 00:19:57.318547"
"CS04033"|1|"2006-03-11 04:18:05.721416"
"HH06059"|3|"2011-01-15 08:54:15.945724"
"GP07033"|1|"2008-09-09 11:10:07.404725"
"SE89004"|2|"2011-12-16 14:10:12.578786"
"CD01012"|1|"2009-10-05 03:02:54.526784"
"AN02009"|3|"2011-02-25 23:43:26.247454"
"LE12003"|3|"2012-02-15 03:20:55.753693"
"VM04029"|2|"2012-07-29 06:55:16.953054"
"MS04007"|2|"2011-03-12 01:56:06.393391"
"QA10014"|1|"2008-06-24 06:08:22.106094"
"PC06029"|2|"2007-10-11 19:30:29.349513"
"PM08046"|2|"2009-04-03 18:16:07.893838"
"OP00007"|3|"2013-09-23 02:13:24.45373"
"PA04016"|1|"2013-09-26 06:21:31.491502"
"PP02023"|3|"2010-10-10 21:34:09.909625"
"EL08006"|1|"2012-06-10 02:44:35.246547"
"GP10014"|3|"2006-08-22 16:00:34.042979"
"HG05042"|2|"2013-02-12 18:20:57.302116"
"FS98009"|2|"2010-06-14 22:53:32.833522"
"MC12131"|1|"2007-04-21 01:10:00.927777"
"LH01009"|1|"2010-11-08 18:32:52.818042"
"FM09003"|2|"2011-09-24 20:43:29.347042"
"VL02013"|3|"2006-09-30 02:05:25.609064"
"SE10010"|2|"2007-04-07 14:49:26.076703"
"AR10060"|1|"2008-11-18 22:08:22.979173"
"VL09001"|3|"2010-12-25 16:43:34.706528"
"MM05055"|3|"2008-08-17 18:55:12.219985"
"VH14007"|2|"2006-11-08 13:36:30.923562"
"CM08025"|3|"2012-02-21 05:14:59.492365"
"LC09002"|1|"2006-10-24 15:48:10.132212"
"TA07010"|2|"2010-05-08 10:34:01.907147"
"EZ08002"|1|"2007-10-11 01:33:20.632912"
"MM00110"|3|"2011-02-08 10:19:12.810896"
"RL00008"|2|"2008-06-13 23:09:42.710093"
"AD09014"|2|"2013-05-01 11:02:59.021345"
"ZR05004"|2|"2013-10-13 03:46:39.91296"
"CG08051"|2|"2013-10-17 23:19:18.48234"
"AA00093"|2|"2006-05-21 17:13:24.132737"
"CG07061"|2|"2007-04-06 12:24:12.293243"
"DD03011"|2|"2013-03-09 15:54:11.554773"
"HE07003"|1|"2013-11-10 01:27:15.939269"
"HV05018"|3|"2010-09-15 16:08:40.499544"
"VP06014"|1|"2012-10-13 05:17:35.977713"
"MH99045"|3|"2009-05-19 14:46:01.450796"
"IB07001"|2|"2007-01-09 11:56:31.616318"
"GN97003"|1|"2006-08-02 01:37:45.609095"
"ZM06004"|3|"2012-08-31 14:16:59.173846"
"ZC08013"|2|"2013-04-04 03:35:05.755688"
"IM99004"|1|"2011-08-04 18:37:22.849603"
"TH99003"|1|"2011-01-01 12:05:13.512871"
"AA07023"|1|"2011-03-18 17:40:54.57523"
"DA07004"|3|"2009-10-14 09:16:15.35619"
"PG03022"|2|"2012-04-11 22:13:11.340715"
"AL95007"|2|"2009-07-28 19:18:27.046886"
"RO05015"|1|"2011-12-03 09:39:21.982448"
"DL05006"|2|"2006-03-03 16:00:10.924245"
"EG06008"|2|"2013-07-05 15:09:44.88922"
"TT07018"|1|"2010-12-03 08:08:50.155161"
"AA07120"|1|"2007-11-28 21:15:13.695688"
"FC08028"|1|"2007-08-25 10:06:47.281644"
"SM07054"|2|"2010-04-26 23:13:32.297069"
"RC03059"|2|"2012-06-20 07:17:07.491557"
"VE14010"|3|"2009-10-24 20:08:27.293299"
"AP09023"|2|"2013-05-21 10:14:26.916534"
"SO08003"|3|"2008-04-01 12:40:15.06845"
"CC04040"|3|"2009-01-12 11:16:06.630953"
"AA97012"|2|"2012-09-01 05:10:35.71061"
"LS07005"|3|"2009-06-18 02:57:20.45458"
"EA05016"|3|"2012-08-20 10:25:46.778363"
"CB04041"|3|"2010-09-27 12:34:09.045521"
"PV12027"|2|"2007-07-01 20:13:45.229689"
"NF08001"|1|"2007-11-25 18:15:28.62374"
"SZ09005"|2|"2013-09-29 17:07:35.608811"
"HH10038"|3|"2010-02-03 02:33:26.8406"
"MG06055"|2|"2009-12-24 17:32:56.766141"
"BP12021"|1|"2013-09-03 16:07:05.96735"
"CG08087"|2|"2007-01-09 14:12:20.608311"
"ML10043"|2|"2007-08-30 05:45:39.76869"
"EM07022"|2|"2008-12-29 08:11:34.253013"
"MG09099"|2|"2008-09-17 13:49:20.973613"
"VM09023"|3|"2008-11-21 01:07:15.990738"
"GT14002"|1|"2006-11-07 09:35:54.981532"
"CM06128"|3|"2006-11-24 02:22:18.20167"
"CA15113"|3|"2007-12-25 10:53:12.724891"
"HG12035"|1|"2006-11-04 08:02:28.294404"
"FG03003"|3|"2007-04-18 01:23:15.003554"
"PM99021"|3|"2009-04-11 07:04:07.265459"
"AS04039"|1|"2011-08-12 18:57:38.593391"
"VR04026"|1|"2012-03-26 14:01:41.779174"
"NV06004"|2|"2013-05-24 00:10:15.559218"
"BR13032"|2|"2009-05-13 23:26:17.071708"
"CD08044"|3|"2010-09-30 03:18:20.938654"
"VM06043"|2|"2006-10-01 08:16:53.002086"
"HM11032"|2|"2010-11-15 01:57:45.938533"
"AR08048"|3|"2010-12-01 23:20:24.183785"
"SN00003"|3|"2007-04-03 10:26:35.855164"
"VP96002"|1|"2008-05-09 21:41:12.221326"
"GG97095"|3|"2009-07-03 19:25:35.375089"
"CH07005"|2|"2007-01-05 00:47:19.081254"
"MC05035"|2|"2008-10-17 16:52:33.897658"
"FG03003"|1|"2011-10-02 12:40:30.302156"
"MO96001"|3|"2008-11-05 18:57:42.004242"
"CR07061"|1|"2009-03-23 05:01:54.637781"
"GL05031"|3|"2010-07-02 17:07:06.498864"
"MG04059"|3|"2007-11-21 22:42:38.857995"
"MH06047"|2|"2010-01-23 21:31:11.926717"
"GL05031"|3|"2007-05-25 14:41:17.850866"
"SQ10004"|3|"2012-01-30 09:04:12.533807"
"CA03020"|1|"2007-12-13 00:08:29.57785"
"PM05053"|1|"2011-01-16 22:41:44.107965"
"GO05008"|1|"2006-03-09 04:00:56.177855"
"ZA97001"|1|"2011-04-13 22:24:25.478881"
"DP13010"|1|"2008-01-23 06:53:42.103686"
"MV02037"|2|"2013-04-16 10:13:37.514928"
"GF02008"|1|"2009-04-12 18:18:37.224991"
"SC14056"|3|"2006-06-20 21:08:50.257226"
"PG12007"|3|"2007-05-24 15:29:51.360544"
"MM01036"|3|"2013-12-12 06:33:10.173068"
"CT02014"|2|"2009-09-16 20:57:54.153599"
"FG09003"|2|"2013-07-01 21:06:25.387097"
"SL09001"|2|"2012-12-10 16:20:25.6591"
"ME01019"|2|"2013-12-08 06:08:25.668074"
"FA11038"|2|"2006-01-31 14:25:02.232223"
"ZC98010"|2|"2009-04-19 02:53:07.047982"
"AL06027"|3|"2009-07-03 23:24:15.297136"
"AC06053"|2|"2006-09-27 10:19:55.687459"
"LP05004"|1|"2013-05-28 22:15:52.214167"
"PP93084"|1|"2011-12-26 05:44:28.223839"
"PO07006"|3|"2010-02-17 17:23:53.47703"
"AA06138"|3|"2008-04-20 14:05:19.418609"
"AR06009"|3|"2010-10-26 13:20:43.845744"
"AD09009"|1|"2009-05-25 15:46:19.798172"
"AA08166"|1|"2013-10-09 05:55:45.973208"
"SA08007"|2|"2012-07-27 22:08:55.620899"
"FG09031"|2|"2011-07-11 02:08:45.345722"
"MH04025"|2|"2010-06-09 23:05:25.865533"
"FH10017"|3|"2011-06-24 13:30:06.289948"
"FE14010"|3|"2008-10-06 11:15:55.944516"
"LR98032"|2|"2010-05-26 17:43:08.290611"
"CM06016"|3|"2007-12-27 00:29:02.251493"
"GP14019"|3|"2010-09-13 08:38:36.446682"
"VJ05004"|2|"2007-05-04 23:01:43.38859"
"GM11062"|1|"2011-03-14 20:40:28.290865"
"OM95002"|3|"2007-12-26 04:03:46.430365"
"AL05019"|1|"2013-10-28 14:17:55.395736"
"RU05014"|3|"2009-07-18 17:54:42.796883"
"FM03020"|1|"2012-11-20 22:22:25.400803"
"CH07025"|2|"2009-02-11 05:27:54.405448"
"LS12016"|3|"2008-06-28 10:53:02.445171"
"RA03044"|2|"2008-12-18 18:31:54.098623"
"AA11119"|1|"2006-09-19 07:30:41.179465"
"PO06005"|2|"2008-03-19 09:03:05.06058"
"EA05004"|1|"2011-02-11 02:17:43.836196"
"GA03026"|2|"2012-02-26 10:26:13.833628"
"GA99022"|1|"2012-09-06 14:12:38.008293"
"HL06018"|2|"2011-06-01 22:46:26.328175"
"CO12021"|1|"2010-12-25 08:52:15.308757"
"VM11025"|1|"2013-03-12 06:50:27.386244"
"HZ06001"|2|"2012-02-28 12:46:03.76839"
"LG08036"|3|"2013-10-25 09:51:42.216171"
"CM12003"|1|"2012-08-06 03:35:02.430851"
"RO05015"|1|"2013-06-30 06:25:20.033507"
"PC15001"|2|"2013-01-17 02:30:22.331143"
"RZ05003"|2|"2009-06-26 03:05:39.639984"
"AV03006"|2|"2013-07-12 13:54:48.147957"
"CN06004"|1|"2011-01-05 02:25:09.495799"
"CA07089"|2|"2013-02-01 13:43:24.8897"
"CM12098"|1|"2013-02-01 05:45:26.857274"
"PA07037"|1|"2010-05-07 14:12:22.681809"
"IE02002"|2|"2011-10-22 11:29:52.617049"
"MM10055"|3|"2011-09-03 05:22:35.651347"
"AA07138"|2|"2008-07-30 01:46:19.189713"
"BB07034"|1|"2010-04-28 22:34:00.384718"
"MC11144"|2|"2006-08-12 01:49:25.206092"
"FF09001"|1|"2013-09-13 03:04:29.101809"
"CJ96002"|2|"2010-09-24 07:54:53.942266"
"JV03001"|1|"2009-10-01 21:51:27.047019"
"SA09001"|3|"2008-04-20 00:09:10.960322"
"LY11001"|3|"2006-04-04 01:12:15.910854"
"VR08005"|3|"2008-02-04 07:38:11.778373"
"SS05020"|2|"2006-04-24 21:18:12.893371"
"MC05038"|3|"2013-08-01 15:32:41.234025"
"SH05002"|1|"2013-02-05 02:02:28.017899"
"AL06025"|2|"2009-08-30 10:20:45.62304"
"MP10059"|3|"2008-04-27 01:05:32.261314"
"MM04171"|1|"2007-12-01 15:05:43.173338"
"GG05142"|1|"2010-01-30 11:46:37.459171"
"HA07036"|2|"2008-12-12 21:16:51.609741"
"CM09126"|2|"2011-03-13 16:38:57.292036"
"JM98010"|1|"2008-01-08 11:43:50.090127"
"PD06011"|2|"2013-10-08 21:45:57.239503"
"EB11008"|3|"2008-10-15 04:15:42.599692"
"LL06025"|1|"2011-04-13 02:55:00.976835"
"LG03025"|3|"2008-11-23 11:13:01.776719"
"FC14042"|3|"2007-06-19 02:22:57.219363"
"EG05010"|2|"2012-01-27 09:42:02.951798"
"RB05032"|1|"2012-02-15 20:36:37.894385"
"JH93009"|1|"2008-11-08 13:32:31.662431"
"CZ12012"|2|"2008-03-11 19:01:19.473729"
"MG04063"|2|"2007-01-06 16:37:53.288823"
"RM06052"|1|"2009-09-12 07:20:51.7339"
"MR07029"|3|"2008-12-30 22:28:33.01849"
"ED09008"|3|"2013-12-28 10:11:32.488325"
"MM08203"|3|"2013-12-08 01:33:54.782311"
"RA05057"|2|"2010-08-17 05:01:06.654742"
"MR03072"|3|"2012-02-11 13:34:04.392663"
"BM08041"|1|"2013-09-03 06:08:54.791376"
"VG99020"|2|"2007-01-23 20:09:23.313075"
"SD05016"|1|"2007-04-01 02:41:02.045249"
"BP09002"|2|"2013-03-31 23:35:51.948872"
"BA08027"|3|"2011-11-05 12:34:22.277089"
"PF09018"|3|"2009-02-04 13:13:51.083137"
"RC10026"|2|"2007-01-11 08:34:42.9676"
"GR96069"|1|"2008-05-16 07:06:35.939541"
"HV07017"|2|"2008-01-20 10:52:16.840784"
"MS08014"|1|"2011-05-31 03:57:07.407547"
"GH96005"|1|"2011-03-22 22:30:30.581032"
"HP12035"|1|"2013-11-19 20:25:54.373495"
"RA07010"|2|"2013-01-10 22:20:24.21194"
"LF99002"|3|"2009-04-09 07:29:47.820143"
"AF11002"|2|"2008-05-09 10:01:09.154929"
"AH07044"|3|"2013-09-29 17:26:39.501671"
"GM10030"|3|"2011-03-03 02:22:06.048715"
"RC08111"|3|"2007-09-19 23:13:25.076167"
"MH09057"|2|"2008-01-19 23:08:30.852922"
"MC03116"|2|"2013-08-05 14:39:23.91967"
"AG93062"|3|"2012-12-14 16:45:13.678357"
"LJ14006"|3|"2009-09-25 21:25:02.755519"
"CG05086"|3|"2012-05-04 05:44:40.95577"
"CG09018"|3|"2013-02-15 12:36:03.473406"
"AZ07003"|3|"2008-09-03 15:38:36.845641"
"SM00001"|2|"2013-07-04 02:10:08.817622"
"RF06002"|1|"2012-05-02 13:34:13.538507"
"AM00055"|3|"2012-02-24 04:33:30.604309"
"DC02018"|1|"2011-03-28 19:24:52.886227"
"RE99004"|2|"2010-03-22 03:27:42.779256"
"AV11028"|2|"2010-08-20 02:11:46.245999"
"AM11125"|3|"2012-12-27 01:23:58.112578"
"SM99041"|1|"2011-03-03 06:19:47.633982"
"RM04018"|1|"2006-10-29 10:41:05.210755"
"LM04028"|1|"2009-06-18 14:19:09.179236"
"SR96002"|2|"2009-07-31 15:52:19.797631"
"EH05006"|2|"2014-01-10 02:52:31.027658"
"FA03030"|3|"2009-07-06 00:55:19.021591"
"VM04029"|2|"2007-03-07 17:41:54.173029"
"MC05118"|1|"2011-08-26 02:01:14.155381"
"ER08015"|1|"2013-01-08 21:20:03.601696"
"CB04041"|1|"2008-10-23 12:55:31.264966"
"GG04103"|3|"2008-02-17 07:19:27.268878"
"HT07004"|3|"2013-01-13 16:42:46.737651"
"GG07088"|1|"2013-04-28 07:15:33.690107"
"ST04002"|3|"2007-01-15 08:04:05.673327"
"CC03021"|3|"2011-05-09 12:28:53.023176"
"DP00003"|1|"2009-07-03 03:45:46.787056"
"EV08004"|2|"2009-03-15 00:13:56.131397"
"GG90081"|3|"2009-04-01 02:15:29.769332"
"RC05091"|3|"2007-11-23 16:55:35.537957"
"JM04005"|1|"2009-12-09 18:23:57.536419"
"QG06003"|3|"2011-06-19 04:35:57.129311"
"RG97034"|1|"2010-10-12 00:40:14.657788"
"MM87152"|2|"2010-05-10 06:11:18.306956"
"CM13110"|3|"2006-12-15 11:53:29.751188"
"PC13015"|1|"2006-12-26 10:54:46.892391"
"EZ00001"|1|"2011-10-13 15:40:17.408326"
"LM95004"|1|"2012-11-01 17:38:44.885023"
"RR07097"|2|"2009-10-24 05:05:12.425859"
"MC03130"|1|"2010-08-09 00:20:12.788563"
"CS04047"|1|"2007-09-08 04:05:14.889809"
"GG90081"|3|"2009-03-25 00:55:03.988784"
"DC06001"|2|"2014-01-08 06:19:20.497357"
"AF14009"|1|"2009-10-07 04:54:58.934799"
"FP02016"|2|"2006-12-30 14:36:59.034862"
"RB07032"|1|"2013-07-30 07:55:36.875216"
"VG07005"|2|"2009-03-24 12:05:23.048466"
"GA06014"|3|"2011-11-28 00:47:53.072239"
"EE98011"|1|"2013-11-13 01:34:44.390022"
"LH94001"|1|"2009-01-03 10:14:32.110502"
"GM96003"|1|"2010-11-26 04:52:53.543589"
"OD09007"|2|"2011-04-13 20:28:00.059626"
"ST07002"|3|"2006-08-01 12:05:36.710394"
"ZM07008"|2|"2013-10-31 11:49:34.733415"
"LG03018"|1|"2013-09-22 18:44:03.13916"
"EB11008"|1|"2012-09-27 22:47:35.513157"
"RM09005"|2|"2013-12-11 18:58:48.107401"
"CE08006"|2|"2013-10-29 14:06:20.557924"
"PR06023"|3|"2010-10-07 21:20:49.79821"
"CS10049"|3|"2011-11-03 08:12:54.036454"
"AI07002"|1|"2006-06-01 00:25:46.686457"
"CM02058"|3|"2013-11-26 18:28:58.842238"
"VV11002"|2|"2011-05-21 16:20:12.496464"
"MM10054"|1|"2010-03-02 07:40:38.610377"
"AM03014"|2|"2008-07-03 22:11:22.317525"
"VP98014"|2|"2010-09-24 15:12:39.081181"
"PB98018"|1|"2007-04-09 01:06:21.397797"
"ZZ08004"|3|"2009-05-14 04:42:58.11025"
"FG11013"|2|"2010-10-11 23:05:49.89886"
"PG10038"|3|"2006-02-19 06:10:50.045039"
"MT13010"|3|"2006-02-25 23:03:27.861476"
"OM03003"|3|"2012-07-24 07:48:54.483717"
"AB07023"|1|"2013-06-19 19:28:03.878297"
"SM11020"|2|"2013-04-21 05:14:41.896132"
"SM06006"|2|"2009-05-24 13:36:00.629128"
"DS83004"|1|"2013-11-10 07:48:39.770719"
"MC08069"|2|"2013-10-31 21:18:43.06884"
"CP08034"|3|"2013-03-27 20:38:29.272471"
"SM00001"|1|"2010-06-19 05:36:08.908433"
"QA10014"|3|"2012-08-27 08:50:45.230335"
"RE12011"|3|"2013-11-28 23:25:43.021095"
"CO97002"|2|"2012-01-29 04:08:27.91243"
"SF10025"|2|"2010-10-21 15:18:42.498022"
"DA06009"|3|"2012-05-03 16:11:50.588756"
"SS90025"|2|"2008-03-17 22:28:12.266211"
"GG04058"|1|"2007-09-11 03:24:17.74727"
"CB09046"|1|"2007-10-13 07:56:02.931001"
"ZD03006"|2|"2010-10-08 11:13:25.76068"
"SM09014"|3|"2013-04-04 22:13:59.556651"
"AP06048"|1|"2011-01-02 08:09:57.115976"
"CT97009"|3|"2006-06-09 20:44:00.253026"
"NC05008"|2|"2008-08-03 00:55:23.617331"
"CG98045"|3|"2006-04-19 10:46:24.283593"
"FF83010"|3|"2012-01-06 11:01:30.187179"
"AC08018"|1|"2010-09-30 09:28:21.245799"
"GA12100"|3|"2006-07-23 22:50:11.559766"
"GP14019"|1|"2008-04-11 02:06:09.790142"
"PO92011"|3|"2010-03-21 17:33:12.884758"
"BA08040"|3|"2012-10-06 09:55:51.548548"
"FG06013"|3|"2006-12-10 06:45:24.945885"
"BG12022"|1|"2013-01-27 18:17:29.289232"
"MM10178"|1|"2009-11-11 02:17:08.31297"
"RR04075"|1|"2006-07-12 05:45:08.23873"
"UC99005"|1|"2009-02-27 17:02:22.530975"
"GC06041"|1|"2006-08-21 08:21:20.994252"
"CP05047"|1|"2013-10-25 09:17:42.420332"
"VA96012"|1|"2008-01-06 09:49:50.531402"
"VC06021"|2|"2006-02-01 22:35:43.846304"
"RA05104"|3|"2012-10-08 07:30:31.235822"
"AG12048"|3|"2011-12-09 07:35:43.315857"
"FE02007"|3|"2010-12-27 01:39:02.5067"
"AJ07002"|3|"2009-02-24 13:12:49.983389"
"CG06039"|1|"2008-12-14 03:19:01.406244"
"VO05002"|3|"2012-11-09 16:46:58.201504"
"RR09200"|2|"2012-10-13 03:27:12.293343"
"PP02033"|2|"2013-10-29 11:09:46.69262"
"SS07033"|1|"2010-10-25 10:54:33.599779"
"SB91013"|1|"2010-04-28 23:28:34.975708"
"LL05019"|3|"2011-12-12 21:56:14.441423"
"FA08012"|3|"2010-12-03 15:50:52.424981"
"RM12145"|3|"2013-10-11 20:35:21.76235"
"MZ06001"|3|"2007-10-30 05:42:25.038794"
"MR07029"|3|"2009-12-30 09:50:02.780889"
"SH02018"|3|"2011-12-26 18:56:16.150161"
"GF98019"|1|"2006-07-07 12:39:44.411348"
"EF03005"|3|"2010-05-09 13:37:49.364738"
"CO02015"|1|"2013-07-16 10:55:48.754964"
"MV12051"|2|"2007-12-28 04:26:35.568949"
"DD09008"|3|"2011-07-28 19:03:22.252058"
"DS92018"|1|"2009-12-12 02:47:05.395122"
"UD13001"|2|"2010-05-26 15:38:15.06024"
"ME98015"|1|"2010-05-13 22:18:24.924031"
"AP08007"|3|"2013-06-20 22:13:23.054234"
"HC09004"|3|"2012-10-25 05:52:51.687286"
"FM08026"|1|"2006-07-29 02:22:51.160805"
"HH08039"|3|"2006-04-01 03:12:45.775032"
"AA04146"|3|"2007-02-03 00:04:57.706214"
"GV12007"|2|"2009-02-11 10:11:17.46789"
"RM12114"|3|"2008-05-21 05:20:44.622723"
"AG07061"|3|"2006-05-07 11:48:05.807515"
"FA05006"|3|"2008-06-14 06:46:26.236188"
"BM14039"|1|"2009-10-25 02:15:02.133154"
"MM00050"|1|"2006-05-10 00:48:29.956663"
"HC98027"|2|"2007-03-31 16:14:23.991357"
"OZ97001"|2|"2012-02-18 18:49:43.690831"
"FP09003"|3|"2007-06-16 07:54:31.201636"
"LF09007"|3|"2013-12-06 03:02:05.876441"
"PB98018"|2|"2013-01-21 07:22:58.150109"
"PV98009"|1|"2013-10-07 07:25:02.549787"
"HT13003"|2|"2006-03-11 20:45:21.917389"
"FL08002"|1|"2010-11-30 12:27:50.198897"
"GG13019"|2|"2013-01-27 08:15:54.754528"
"GR07065"|2|"2013-10-06 10:25:55.601335"
"GV12027"|3|"2006-11-13 13:07:28.680832"
"MR08120"|1|"2009-06-16 17:49:49.184638"
"SM97013"|3|"2007-06-03 20:36:43.666981"
"MM09105"|3|"2009-03-22 18:28:40.99493"
"GR06006"|1|"2008-11-09 02:24:53.790315"
"CF10007"|3|"2013-06-16 12:13:54.367341"
"MM10177"|3|"2009-02-18 13:03:19.67413"
"HP91015"|2|"2006-05-21 20:06:44.59639"
"SA15046"|1|"2007-06-22 06:23:57.274085"
"AR10060"|3|"2011-06-14 12:21:05.760143"
"LS12026"|3|"2013-08-15 22:46:23.407222"
"LM09066"|3|"2007-08-30 11:28:07.083295"
"FG98023"|1|"2010-12-16 05:52:00.187036"
"AR07081"|1|"2007-02-14 06:41:10.954183"
"ZM03002"|1|"2006-06-22 18:00:43.946231"
"GL06012"|2|"2011-01-09 16:33:48.212234"
"RG90032"|3|"2006-05-14 07:17:33.768072"
"RR08089"|3|"2013-06-04 11:40:24.55425"
"AL08020"|1|"2011-03-17 10:11:56.28838"
"PM13052"|2|"2009-11-25 04:00:20.198516"
"MC07084"|2|"2008-05-02 21:33:33.26495"
"VM95007"|2|"2008-08-20 18:28:25.177853"
"FP02007"|2|"2007-07-23 05:09:44.706676"
"VP06014"|2|"2008-01-13 00:39:04.731193"
"MO98015"|3|"2013-04-13 11:30:59.006691"
"LM11057"|1|"2007-01-24 20:41:15.590418"
"DH04013"|3|"2009-05-16 23:25:57.773952"
"MM07158"|3|"2010-03-14 07:58:15.706557"
"BR99015"|1|"2009-06-23 08:55:43.778185"
"NS06008"|3|"2007-03-01 14:39:00.705848"
"CM04094"|2|"2011-01-24 19:17:18.315903"
"RA09009"|3|"2013-07-27 10:13:59.995552"
"MS05046"|1|"2007-06-06 03:06:13.151101"
"FF12023"|2|"2011-09-25 16:24:15.967687"
"AM05071"|3|"2009-07-25 12:30:50.903127"
"MM07158"|3|"2006-08-29 12:13:26.892991"
"VM10001"|3|"2012-08-31 23:09:58.505666"
"GP01018"|1|"2010-06-11 03:17:01.434874"
"TD10004"|1|"2011-09-22 04:18:10.077495"
"PM07055"|3|"2012-10-07 06:23:51.837221"
"HM92050"|1|"2006-11-24 21:22:24.166122"
"RR93195"|1|"2011-11-24 03:58:38.949394"
"HV08016"|2|"2008-06-06 01:49:48.43876"
"EA07015"|2|"2013-05-30 10:12:40.174999"
"BM12044"|3|"2013-01-18 04:50:52.982086"
"MM06099"|3|"2006-09-19 17:48:46.267988"
"SA97017"|2|"2010-03-08 01:33:11.117954"
"BR10022"|1|"2013-12-24 13:50:03.189374"
"RH06029"|3|"2011-01-17 16:06:34.356665"
"AM08072"|1|"2007-01-09 19:15:51.288929"
"LO08013"|3|"2008-04-22 15:31:25.836348"
"FP09003"|2|"2013-03-28 18:26:41.759678"
"JJ01007"|2|"2011-04-24 06:45:42.915364"
"AR06010"|2|"2011-06-26 08:29:05.415525"
"GA09077"|2|"2011-12-30 19:16:49.736721"
"AC07006"|1|"2006-04-22 16:42:33.849475"
"MA98069"|1|"2013-04-24 22:49:03.126247"
"DE13005"|1|"2008-01-15 12:58:02.187292"
"GM06094"|2|"2012-09-03 20:45:49.464632"
"CM11149"|1|"2009-04-04 14:41:19.49785"
"CD09037"|1|"2009-07-05 07:55:27.957819"
"CL10051"|2|"2006-08-23 21:43:27.17813"
"CP05047"|1|"2008-12-06 14:48:50.956523"
"OQ12001"|3|"2008-05-31 12:56:05.822125"
"GE14005"|3|"2008-09-11 15:25:01.11068"
"LV02012"|1|"2007-05-05 06:30:49.474683"
"GL10034"|3|"2013-10-30 10:25:55.612607"
"VM06043"|2|"2008-10-18 19:19:02.886364"
"SD11002"|2|"2009-07-29 06:57:20.882285"
"GH96005"|2|"2011-07-13 02:35:21.271462"
